13460,3967,NightSpecter,383,596,10137
13460,3967,NightSpecter,375,594,10137
30492,3967,NightSpecter,415,658,10137
45351,3967,NightSpecter,445,700,10137
47362,3967,NightSpecter,448,696,10137
20343,3967,NightSpecter,447,700,10137
21423,3967,NightSpecter,448,698,10137
12393,3967,NightSpecter,456,674,10137
11225,3967,NightSpecter,465,695,10137
23879,3967,NightSpecter,459,696,10137
35696,3967,NightSpecter,442,699,10137
47978,3967,NightSpecter,440,697,10137
35905,3967,NightSpecter,476,678,10137
25518,3967,NightSpecter,468,699,10137
14265,3967,NightSpecter,468,695,10137
13471,3967,NightSpecter,461,707,10137
14385,3967,NightSpecter,461,704,10137
19416,3967,NightSpecter,451,704,10137
20290,3967,NightSpecter,454,707,10137
20841,3967,NightSpecter,458,707,10137
32142,3967,NightSpecter,456,705,10137
23786,3967,NightSpecter,457,702,10137
35909,3967,NightSpecter,440,705,10137
11267,3967,NightSpecter,445,703,10137
20093,3967,NightSpecter,448,705,10137
26367,3967,NightSpecter,449,703,10137
20796,3967,NightSpecter,449,707,10137
35696,3967,NightSpecter,442,700,10137
38713,3967,NightSpecter,459,711,10137
39496,3967,NightSpecter,453,710,10137
12237,3967,NightSpecter,461,712,10137
30264,3967,NightSpecter,465,717,10137
21023,3967,NightSpecter,457,709,10137
25522,3967,NightSpecter,455,714,10137
26175,3967,NightSpecter,460,714,10137
23862,3967,NightSpecter,462,709,10137
24288,3967,NightSpecter,447,717,10137
47093,3967,NightSpecter,448,713,10137
7643,3967,NightSpecter,444,714,10137
39625,3967,NightSpecter,445,709,10137
19200,3967,NightSpecter,442,713,10137
21594,3967,NightSpecter,443,717,10137
21771,3967,NightSpecter,445,711,10137
26140,3967,NightSpecter,442,711,10137
21688,3967,NightSpecter,442,708,10137
36691,3967,NightSpecter,452,724,10137
29329,3967,NightSpecter,457,722,10137
21647,3967,NightSpecter,452,721,10137
29845,3967,NightSpecter,459,723,10137
32628,3967,NightSpecter,464,720,10137
24257,3967,NightSpecter,448,724,10137
47664,3967,NightSpecter,442,719,10137
28122,3967,NightSpecter,445,719,10137
43030,3967,NightSpecter,462,718,10137
26132,3967,NightSpecter,457,719,10137
21594,3967,NightSpecter,442,717,10137
26140,3967,NightSpecter,442,710,10137
29329,3967,NightSpecter,454,721,10137
38713,3967,NightSpecter,456,717,10137
23862,3967,NightSpecter,457,715,10137
32142,3967,NightSpecter,457,705,10137
26132,3967,NightSpecter,455,719,10137
29845,3967,NightSpecter,455,723,10137
26175,3967,NightSpecter,457,720,10137
11267,3967,NightSpecter,441,707,10137
12237,3967,NightSpecter,459,717,10137
14385,3967,NightSpecter,462,705,10137
30264,3967,NightSpecter,464,716,10137
25518,3967,NightSpecter,464,708,10137
32628,3967,NightSpecter,463,719,10137
43030,3967,NightSpecter,459,721,10137
35909,3967,NightSpecter,436,709,10137
21688,3967,NightSpecter,440,709,10137
39496,3967,NightSpecter,453,709,10137
19416,3967,NightSpecter,451,703,10137
29845,3967,NightSpecter,456,722,10137
11225,3967,NightSpecter,464,694,10137
31352,3967,NightSpecter,508,693,10137
32154,3967,NightSpecter,509,695,10137
40392,3967,NightSpecter,505,696,10137
45291,3967,NightSpecter,507,698,10137
22113,3967,NightSpecter,506,693,10137
21398,3967,NightSpecter,509,716,10137
22629,3967,NightSpecter,505,706,10137
12386,3967,NightSpecter,509,713,10137
47885,3967,NightSpecter,507,714,10137
23821,3967,NightSpecter,505,719,10137
31490,3967,NightSpecter,509,704,10137
21409,3967,NightSpecter,510,699,10137
21927,3967,NightSpecter,512,697,10137
24383,3967,NightSpecter,510,701,10137
28104,3967,NightSpecter,520,694,10137
31727,3967,NightSpecter,520,694,10137
31966,3967,NightSpecter,515,700,10137
33038,3967,NightSpecter,518,695,10137
47781,3967,NightSpecter,517,701,10137
41313,3967,NightSpecter,510,692,10137
13257,3967,NightSpecter,515,690,10137
13294,3967,NightSpecter,521,700,10137
39956,3967,NightSpecter,522,709,10137
20974,3967,NightSpecter,516,706,10137
28097,3967,NightSpecter,520,703,10137
29265,3967,NightSpecter,512,703,10137
30452,3967,NightSpecter,512,703,10137
31176,3967,NightSpecter,510,707,10137
31444,3967,NightSpecter,519,713,10137
32901,3967,NightSpecter,514,706,10137
36776,3967,NightSpecter,519,718,10137
39278,3967,NightSpecter,520,716,10137
39760,3967,NightSpecter,512,709,10137
47222,3967,NightSpecter,517,716,10137
47786,3967,NightSpecter,518,703,10137
10745,3967,NightSpecter,513,712,10137
31490,3967,NightSpecter,510,705,10137
13550,3967,NightSpecter,530,695,10137
38069,3967,NightSpecter,529,691,10137
29198,3967,NightSpecter,524,691,10137
30013,3967,NightSpecter,529,697,10137
20477,3967,NightSpecter,529,700,10137
29881,3967,NightSpecter,523,693,10137
47886,3967,NightSpecter,528,694,10137
22615,3967,NightSpecter,523,706,10137
22803,3967,NightSpecter,531,713,10137
30099,3967,NightSpecter,527,704,10137
36676,3967,NightSpecter,527,707,10137
33431,3967,NightSpecter,533,697,10137
43810,3967,NightSpecter,533,716,10137
21398,3967,NightSpecter,511,715,10137
12386,3967,NightSpecter,503,705,10137
35053,3967,NightSpecter,494,671,10137
12431,3967,NightSpecter,522,674,10137
22615,3967,NightSpecter,522,704,10137
10745,3967,NightSpecter,516,704,10137
31352,3967,NightSpecter,510,691,10137
32154,3967,NightSpecter,510,693,10137
22803,3967,NightSpecter,531,712,10137
21398,3967,NightSpecter,512,712,10137
20974,3967,NightSpecter,517,706,10137
31176,3967,NightSpecter,513,707,10137
31444,3967,NightSpecter,517,709,10137
39278,3967,NightSpecter,517,711,10137
47222,3967,NightSpecter,515,712,10137
47786,3967,NightSpecter,518,704,10137
39956,3967,NightSpecter,520,709,10137
13294,3967,NightSpecter,520,703,10137
36776,3967,NightSpecter,519,716,10137
47885,3967,NightSpecter,506,713,10137
43810,3967,NightSpecter,529,716,10137
32901,3967,NightSpecter,515,702,10137
33274,3967,NightSpecter,546,737,10137
7262,3967,NightSpecter,547,741,10137
39492,3967,NightSpecter,540,740,10137
40756,3967,NightSpecter,551,739,10137
22089,3967,NightSpecter,544,739,10137
39173,3967,NightSpecter,555,750,10137
18320,3967,NightSpecter,547,743,10137
30516,3967,NightSpecter,557,746,10137
13523,3967,NightSpecter,554,742,10137
46582,3967,NightSpecter,543,742,10137
13247,3967,NightSpecter,552,746,10137
13507,3967,NightSpecter,557,754,10137
42016,3967,NightSpecter,540,742,10137
32917,3967,NightSpecter,558,737,10137
42320,3967,NightSpecter,560,743,10137
16051,3967,NightSpecter,558,739,10137
41748,3967,NightSpecter,550,747,10137
15959,3967,NightSpecter,545,744,10137
13510,3967,NightSpecter,547,747,10137
32335,3967,NightSpecter,541,748,10137
